cnt|micro
6|N Elesio Felix Jr Way
2|NE Li Wa Ln
5|NE Loop 820 N Svc Rd
21|NE Loop 820 S Svc Rd
2|Nelson Right of Way
18|NE Mallory Ave-Garfield Ave Aly
7|N Em en el Grove Rd
1|NE Ms Ranch Rd
2|NE Overlook Blvd-Overlook Ter Aly
24|NE R D Mize Rd
18|NE Rodney Ave-Mallory Ave Aly
2|Nesbitt Crossing NW Cir
7|Nesbitt Crossing NW Way
92|NE State Hwy CC
1|NE St Rte 291 Hwy
16|NE US Grant Pl
4|Neu Vu Ave
2|NE Vista Fe Ct
2|New Castle-D T & I R R E Rd
21|New Castle-D T & I R R W Rd
1|NE Wc Farms Rd
1|New Clay County Hwy
4|New Crossing NE Trl
2|New Ed Quick Rd
18|NE Williams Ave-Cleveland Ave Aly
26|New Jersey RR Ave
4|New Jr Rd
1|Newland, Mayhunt Trl
6|New Quay Rd
40|New State Hwy
1|New State Hwy 322
87|New State Rd
2|Newton Ag Rd
13|New US Hwy 223
2|Next To Never Ln
2|Ney'a Ti Ct
2|Ney A Ti Ct
1|Ney A Ti Rd
4|NFD Rd 1170 Rd
2|NFD Rd 11 Rd
1|NFD Rd 305 Rd
8|NFD Rd 308 Rd
1|NFD Rd 5540 Rd
1|NFD Road 030 Rd
2|NFD Road 5540 Rd
5|NFD Road 66 Rd
6|NFD Road 70 Rd
1|NFD Road 77 Rd
12|N Fiske Ave-Olin Ave Aly
4|N Fiske Ave-Stockton Ave Aly
5|N Fj Ellyson Blvd
2|N Fk John Day River Rd
5|N FM 1264-N C R 2100
42|N FM 1729-N C R 3000
10|N FM 1729-N C R 3100
30|N FM 179-N C R 1300
38|N FM 179-N C R 1400
34|N FM 2378-N C R 1000
7|N FM 2429 Rd
6|N FM 2528-N C R 1800
10|N FM 2902-N C R 2900
13|N FM 3083 E Rd
20|N FM 3083 W Rd
43|N FM 400-N C R 3400
24|N FM 441 Rd
118|N FM 565 Rd
4|N F-M 600 Rd
5|N FM 647 Rd
11|N FM 789-N C R 3700
17|N FM 789-N C R 3800
23|N FM 81 Rd
4|N Foss Ave-Hurst Ave Aly
8|N Fowler Ave-Washburne Ave Aly
8|N Gantenbein Ave-Vancouver Ave Aly
12|N Haight Ave-Gantenbein Ave Aly
12|N Haight Ave-Vancouver Ave Aly
37|N Hampton-Fairview Township Rd
2|N Haven Ave-Jordan Ave Aly
2|N Hays E Weatherford N Hays Rmp
2|N H Bar C Rd
2|N Heritage Place W Blvd
12|N Hi Lo NE Cir
3|N Ho Ho Kam Rd
7|N Hole in the Wall Way
3|N Hole-In-The-Wall Way
4|N Hurst Ave-Chautauqua Blvd Aly
7|N H W S Cleveland Blvd
2|N Hwy 45 Frontage Rd
2|Night in Gale Cir
4|Niki Jo Ln
1|Nikki Jo Ln
2|Nikki Jo Rd
2|Nikki Te Rd
10|N Interstate Ave-Maryland Ave Aly
10|N Interstate Ave-Montana Ave Aly
2|N in the Pines Trl
1|Nish-Na-Be-Anong Dr
6|Niskey Cove SW Rd
2|Nites Ez Ln
6|N Jc Lake Ln
3|N Jefferson Ave/us Hwy Bus 271
4|N Jo Anne Ln
2|N Jo Don Rd
4|N Jordan Ave-Fiske Ave Aly
2|N J RR Ave
2|N Jw Harris Rd
22|N Kerby Ave-Commercial Ave Aly
10|N Knowles Ave-Curtis Ave Aly
9|N Lake in the Woods Ln
4|N Lancaster Ave-Denver Ave Aly
47|N L and N Turnpike Rd
4|N Lan Ya Ln
27|N Leonardo Da Vinci Way
4|N Linda Jo Pl
1|N Ll and G Ave
32|N Ll & G Ave
6|N Loop Freeway E Svc Rd
13|N Loop Fwy E Svc Rd
2|N Lu Ann Pl
4|N Macrum Ave-Newell Ave Aly
18|N Main St Rd
2|N Man O' War Ave
4|N Manu O Ku Pl
2|N Maple Lane NW Cir
10|N Maryland Ave-Montana Ave Aly
2|N Met To Wee Ln
2|N Mi Casa Cir
16|N Michigan Ave-Mississippi Ave Aly
1|N Mill St Rd
2|N Minerva Ave-Macrum Ave Aly
12|N Mississippi Ave-Albina Ave Aly
12|N Missouri Ave-Michigan Ave Aly
22|N Mi State Road 52
47|N Ml King Jr Bv
34|N M L King Jr Pkwy
10|N Mlk Jr Blvd
4|N Mobile Ave-Lancaster Ave Aly
8|N Mo Hwy 17 Ave
16|N Montana Ave-I5 Fwy Aly
14|N Moore Ave-Williams Ave Aly
6|N Newell Ave-Westanna Ave Aly
2|N New York Ave-Chicago Ave Aly
2|N Nish Nah Bah Mi Kun
8|N Oak Knoll E Rd
10|N Oatman Ave-Knowles Ave Aly
3|Noble Crossing E Pkwy
1|Noble Crossing W Pkwy
5|Noble Hill-Twp Hwy 277
5|Noble Hill-Twp Rd 277
8|N O' Connor Blvd
23|Nokasippi Rv SE Rd
2|Nokassippi Rv SE Rd
1|N Ok Corral Way
75|N Old Nc Highway 16
2|N Old North Ogden Pioneer E Rd
2|N Old US 21 Rd
1|N Old US 60 Loop
16|N Ol Hayes Rd
2|N Omaha Ave-Brandon Ave Aly
4|N Omaha Ave-Mobile Ave Aly
5|Nordic Cove NW Ln
1|Norell Avenue N Ct
6|Norman Co Hwy 1
9|Normans Crossing NW Rd
1|Northern Pike NW Ln
1|Northmont Ln NE Prrd
2|Northridge Avenue N Cir
3|Northridge Avenue N Ct
7|Norton Twp Rd 4
4|Norton Twp Rd 6
2|No-See-Um Rd
6|N Oswego Ave-Mohawk Ave Aly
4|N Ox Bow Ln
6|N Ox Yoke Rd
3|N Pa Be Shan Trl
12|N Pa Ha Ln
1|N Pan Am Expy
1|N Pan An Ter
2|N Perry Sb Connection St
36|N Portsmouth Ave-Stanford Ave Aly
3|N Pp Outer Rd
2|N Prong S R Creek Rd
4|N P SE Rd
10|N R D Mize Rd
20|N Right Fork Rd
1|N RR Ave
1|N Rt Rd
5|N San Fernando Road Northeast Roadway
2|N San Fernando Road Southwest Roadway
2|N Snowflake Cir E Cir
1|N Souther Ave Aka S Railroad Ave
97|N State Hwy Ab
43|N State Hwy Ac
39|N State Hwy CC
8|N State Route 99 E Fire Rd
11|N St Hwy 360 E Svc Rd
4|N St Hwy 360 W Svc Rd
2|N St Louis Ave-New York Ave Aly
4|N Su Geyatha Ln
2|N This Is It Pl
4|N Trappers Loop W Rd
29|N Tu Su Ln
46|N US 183 Hwy
21|N US 45 Rd
4|N US Hwy 24 Svc Rd
10|N Vancouver Ave-Williams Ave Aly
6|N Vanderbilt Ave-Girard Ave Aly
38|N Van Houten Ave-Portsmouth Ave Aly
8|N Vincent Ave-Oatman Ave Aly
4|NW 14Ih Ter
4|NW 2nd Ter-3rd Ter Aly
6|N Wabash Ave-Vincent Ave Aly
6|N Wall Ave-Mckenna Ave Aly
3|N Walnut Street Extended SE
9|N Washington State Rd
6|N Wayland Ave-Foss Ave Aly
1|N Wee Ko Pah Trl
9|N Wee-Ma Tuk Rd
30|NW Ej Smith Rd
8|N Westanna Ave-Wall Ave Aly
29|N Wheat State Rd
6|NW I- 435 E Hwy
7|NW I- 435 W Hwy
2|N Willamette Blvd-Atlantic Ave Aly
69|N Williamsburg County Hwy
7|N Wj Ted Anderson Ave
25|NW Loop 820 E Svc Rd
17|NW Loop 820 N Svc Rd
17|NW Loop 820 W Svc Rd
4|N Woolsey Ave-Dana Ave Aly
24|N Wooster Ave Extended NW
52|NW R D Mize Rd
2|NW Right Wing Ct
1|NW Sante Fe Ct
28|NW State Hwy CC
64|NW State Oo Hwy
1|NW Touch & Go Rd
2|NW Uff Da Ln
15|N Ww White Rd
2|Oak Bur Ct
10|Oak Bur Hills Rd
5|Oakfield North NW Rd
1|Oakgreen Ave N Ct
3|Oakgreen Avenue N Pl
4|Oakhurst Rd 74th N Ave
4|Oak Knoll NE Ave
4|Oak Knoll NE Rd
2|Oak Knoll N Ter
3|Oak Knoll NW Ln
8|Oak Knoll NW Rd
14|Oak Knoll SE Ave
4|Oak Knoll SE Cir
3|Oak Knoll SE Ter
2|Oak Knoll S Ter
5|Oak Knoll W Ave
3|Oak Lane E Cir
4|Oak Lane W Cir
5|Oaklawn Bridge App Rd
1|Oakley St Rd
11|Oakrun To Fern Rd
53|Oak Run To Fern Rd
2|Oak Villas NW Ct
2|Oat Road (1700)
8|Ocean To Ocean Rd
1|Odessa West NW Ct
3|O-De-To-Min Mi-Kun
1|Odis Greene Rd
11|Ofc Andrew Barcena Dr
14|Offen Po Rd Old
7|Office NE Blvd
1|Office N Way
2|Office Park NW Cir
18|Ohop Valley-Extension E Rd
4|Ohop Valley-Extension N Rd
1|Oid US Hwy 12
2|O K L SW Trl
3|Okwarine Hogansburg Ny Rd
2|Olde West SE Ct
3|Oldfield Ave N Ct
2|Old Hwy 12- 86th SW St
2|Ole Man Ed Ln
4|Ole RR Grade Rd
16|Oliver Greene Rd
11|Olive St Rd
2|Olive St Rd Old
10|Olympic View Loop NW Rd
1|Omar Ave S Ct
1|Only US Ln
2|Orchard Place SW Cir
2|Orchard Walk W Pl
16|Oregon To West Weaverville
4|Oro Quay Rd
3|Osborne Fk Rd
1|Oscar Ln SE Pr
2|Osha He Ta Trl
2|Osprey Cove E Ct
2|Osprey Cove W Ct
2|Ought To Be Ln
1|Ouida B Everett W Ln
1|Outa Da Loop
6|Outer Drive E Rd
3|Outer Drive W Rd
5|Outer US Highway 2
4|Outlet SE Rd
2|Overlook Drive N Aly
5|Ovett To Moselle Rd
6|Oxbow North NW Trl
89|Oxford State Rd
1|Ozark Ave N Ct
1|Paa-Ko Ct
6|Paauilo Hui Rd
3|Pa-Ba-Shan Ln
3|Pa-Be-Shan Ln
2|Pa-Be-Shan Trl
2|Paces West NW Cir
2|Paces West NW Ct
2|Paces West NW Pl
2|Paces West NW Ter
7|Pacific Ave Frontage E Rd
2|Pae Ko Pl
1|Pah Ha Vitch Ln
2|Pah Ha Vitch Rd
52|Painesville Warren State Rd
7|Painter Loop NE Rd
2|Painters Lane N Cir
1|Paint Road (1800)
2|Palmer Cr NE Rd
1|Pam-Am Rd
2|Pamela Jo Ave
2|Pamela Jo Ct
2|Pa-Mi Ln
7|Pan Am Ave
31|Pan Am Blvd
2|Pan Am Cir
3|Pan American East Frontage NE Rd
18|Pan American E Frontage NE Rd
1|Pan American Freeway NE Svc Rd
46|Pan American Frwy NE Svc Rd
46|Pan American West Frwy NE Svc Rd
6|Pan American West NE Svc Rd
2|Pan Am Pl
9|Pan Am Rd
5|Pan Am Way
4|Parcelas Dajaos Calle 1
2|Paris Ave N Cir
3|Paris Avenue N Ct
2|Park Crossing NW Way
2|Park East SE Ct
2|Park IV Ln
4|Park Knoll NE Ct
5|Park Knoll NE Trl
2|Park Knoll NW Ct
2|Park Knoll S Cir
2|Park Lane E Ct
7|Park Lane N Ct
2|Park Lane North Rd
2|Park Lane S Ct
2|Park Lane Villas Rd
6|Park North NW Pl
6|Park Ny Creek Ave
2|Park Place N Blvd
2|Park Place NE Ln
4|Park Place NE Ter
4|Park Place SE Ln
9|Park South NW Pl
9|Park Square E Pl
1|Park St Rd
9|Parkway Church SW Rd
1|Park Way E Ct
1|Park Way W Ct
2|Parkwood Pl SE Ct
1|Parson Curry Rd
9|Partridge Road N Ct
8|Pasel del Norte NW Blvd
16|Paseo Alegre SW Rd
4|Paseo Bueno SW Ct
3|Paseo de Fe Cir
2|Paseo del Banco SW Ct
71|Paseo del Norte NE Blvd
10|Paseo del Norte NW Blvd
2|Paseo del Rey NW Ct
2|Paseo del Rio SW Pl
3|Paseo Roja NE Pl
5|Paseo Verde NE Rd
2|Passage View NE Ln
6|Pass Go Ln
1|Passing Go Trl
5|Pass Me by Rd
2|Pat Mann Jr Ln
4|Pat Mann Jr Rd
25|Patrick St Rd
3|Patty Jo Ln
5|Pau-Ko-Tuk Ln
19|Paul Ed Dail Rd
2|Paul Jr Ln
4|Pawnee Avenue N Ct
2|Paws Path SE Ln
2|Peaceful Cove NE Rd
2|Peach St Prrd
121|Peak To Peak Hwy
2|Pearl Cove SE Ct
4|Pearl St Rd
29|Peck's Speedway E Rd
1|Pecos Rv Ln
1|Pedal To the Metal Ln
4|Peggy Jo Ct
2|Pelicans Pouch Ct
21|Pembina Tr NW Rd
6|Penfield Ave N Cir
2|Penfield Ave N Ct
8|Penn State Rd
5|Penthouse Dr
4|Penthouse Pl
10|Penthouse Rd
2|Peoples Township Rd
2|Percy Place SW Cir
1|Perkins Farm Ln Prrd
4|Perk O' Rock Landing Rd
7|Perry Township Road 35
9|Peter Spielman Co Rte 13/9 Rd
8|Peter Yost Cty Rte 9/8 Rd
2|Pey-Jo Rd
3|Pg&e Right-Of-Way
2|Phase II Cir
2|P H Lewis Pl
3|P H S Rd
3|P H Turnaround
3|P H Wildlife Rd
1|P H Young Rd
2|Phys Ed Cir
1|Pick Ax Ln
3|Piece & Plenty Ct
1|Pierce Cm Rd
1|Pierce's Lane Prrd
2|Pier G E Ave
3|Pier G E Way
1|Pier J E Ave
11|Pigeon Roost Road (Right)
4|Pike Bay Loop NW Rd
2|Pike Bay NW Trl
18|Pike Lake NE Trl
2|Pike Place Hillclimb Walk
2|Pikes Pass SE Ct
2|Pinch Em Slyly Pl
2|Pine Ave NE Cir
13|Pine Bur SW Cir
35|Pine Co Hwy 103
19|Pine Co Hwy 23
39|Pine County Hwy 109
2|Pine Cove N Rd
2|Pine Cove S Rd
3|Pine Cove SW Ct
4|Pine Knoll NE Cir
8|Pine Knoll NE Ln
1|Pine Knoll NE Rd
4|Pine Knoll NW Ave
2|Pine Knoll NW Ct
4|Pine Knoll SW Ln
2|Pine Place SE Ct
4|Pine State Rd
33|Pines To Palms Hwy
2|Pine Tree Apartment Rd
8|Pinetree Pass SW Ln
8|Pine Unit Rd
2|Pine Walk NE Ct
2|Pine West E Ct
2|Pine West W Ct
70|Pinewood Trl NE Rd
19|Pink Apartment Rd
2|Pino Arroyo NE Ct
9|P in Recovery Way
1|Pinto Pass SW Ln
2|Pioneer Trails E Blvd
3|Pious Ridge Rd County Rte 4
2|Pirates Cove SE Ct
1|Pirates Cove SW Ave
54|Pisgah State Rd
13|Pisgah St Rd
2|Pish la Ki Cir
2|Piso Pt Rd
1|Pitchfork L&c County Rd
1|Pity My Shoe Rd
14|Place in the Country Rd
1|Plainview Way NE Rd
41|Planters Cove NW Cir
38|Planters Cove SW Cir
1|Plattsburgh Rv Park Rd
2|Pleasant Hill School Va Line Rd
8|Pleasant Twp Rd 235
2|Pleasant Twp Rd 97
88|Plum St Rd
65|Plymouth East E Rd
4|Plymouth Knoll NW Ave
1|Po Bay Cooley Rd
1|Po Boy Ct
6|Po Boy Ln
9|Po Boy Rd
50|Poca Fk Rd
1|Po-Folk Rd
9|Po Folks Ln
2|Po Hollow Rd
2|Point Look-in Ln
3|Point O' Pines Rd
4|Point O' Pines W Rd
5|Point O' Woods Ct
10|Point To Point Rd
16|Polk Ave (1400 E)
6|Polk Township Rd
18|Poly Frwy E Svc Rd
26|Poly Frwy W Svc Rd
10|P O Midkiff Rd
1|Pond in Pines Rd
2|Pond Li Ly Rd
2|Pon Ko Toe Trl
4|Pony Express NE Trl
4|Pope John Paul II Ave
28|Pope John Paul II Blvd
1|Pope John Paul II Rd
2|Po Place Farm Rd
10|Po River Way
1|Porky's Rk Rd
2|Porkys Rk Rd
6|Port Loop SE Rd
3|Post Office NE Rd
3|Potch-Ha-Chee Rd
2|Poteet Rd (Cr 326)
1|Potomac River Rd (us 220)
2|Potter Place NW Rd
3|Potts Creek Rd Cort 15/4 Old
10|Po Valley Rd
17|Powers Creek Loop NE Rd
15|Powers Way SW Rd
2|P O W Rd
2|Poy Ah Now Rd
2|Pr 710 Della Ave
2|Pr 7868 Sedona Sands Ln
1|Prairie Cy North Side of River Rd
17|Prairie Cy South Side of River Rd
61|Preble Cty Butler Township Rd
7|Prechers Fk Rd
1|Preserve Crossing E Blvd
2|Presidential Avenue E Cir
2|Primrose Ave N Ct
2|Prince Greene Rd
1|Princess Square SE Ct
2|Princess T J Ct
3|Princeton Square E Blvd
8|Princeton Square S Blvd
4|Princeton Square W Blvd
3|Princeton Walk N Blvd
2|Princeton West NE Trl
1|(Private Driveway)
4|Pro Am Ct
14|Pro Am E Ave
2|Pro Am Pl
8|Prospect Walk NE Way
3|Pr Rd 174 (Stevens Lane)
2|Pr Rd Off Community Rd
2|Pr Rd Seven Ridges Ct
1|Pr Rd Shady Ln
1|Pr Rd Sycamore Cir
8|P R R Expy
3|P R T Ln
6|Pueblo Path NW Ave
11|Pueblo St Rd
2|Pum-Ti-Ta-de Ln
59|Purvis To Baxterville Rd
13|Purvis To Brooklyn Rd
30|Purvis To Columbia Rd
23|Put in Bay Rd
8|Put-In-Creek Rd
1|Puu Ha Pl
3|Puun-Na Rd
1|Pv Dr 3006 Rd
28|Q Ranch To Market Rd
5|Quaggy Jo Lake Rd
1|Quail Cove E Rd
82|Quaker State Rd
8|Quanapoag Rd (Unpaved)
2|Quant Ave N Ct
2|Quarter Turn East Rd
8|Quarter Turn West Rd
8|Quarter Turn W Rd
2|Qua-Ta-Sat Cir
2|Qua-Ta-Sat Cirsse Qua Ta Sat Cir
4|Quehl Ave N Ct
2|Que Jan He Ma Rd
5|Quing-Ah Rd
2|Quinlan Avenue S Cir
2|Quinlan Avenue S Ct
1|Quin Way SE Ave
2|Rabbit Cove NW Cir
5|Rachel Wynd NE Rd
2|Railroad Right of Way
4|Rails To Trails Dr
1|Rails To Trl
4|Rain in Face Rd
19|Rain in the Face Ave
1|Rains Rv Ln
2|Raintree Loop SE Ct
2|Raintree Street E Cir
11|Raleigh Road N Pkwy
65|Raleigh Road W Pkwy
3|Ralph Jr Rd
5|Ramp SW 10-N Broadway Ave
1|Ramsgate Rd (Fr 175)
17|Rancho Centro NW Ct
8|Rancho North Apt Rd
3|Rancho West SE Ct
4|Rancho W SW Pl
3|Randall Township Hwy
2|Rattler Curry Rd
4|Ra Wa Si Ave
10|Ray Brown Jr Ln
4|Ray Jo Cir
2|Ray 's Ct
12|Ray Stoker Jr Hwy
1|R&b Farm Ln
3|R B NW Trl
2|R B SW Ln
4|R C Gorman NE Ave
6|Rd 0.5 NW
2|Rd 10.2 NE
3|Rd 10.2 NW
1|Rd 10.2 SW
1|Rd 10.4 NW
4|Rd 10.4 SW
17|Rd 10.5 NW
17|Rd 10.5 SE
6|Rd 10.5 SW
2|Rd 10.6 NW
7|Rd 10.7 NW
3|Rd 10.8 NE
7|Rd 10.8 NW
1|Rd 10.9 NW
5|Rd 11.2 NW
8|Rd 11.2 SW
3|Rd 11.3 NW
2|Rd 11.5 NE
16|Rd 11.5 NW
2|Rd 11.5 SE
2|Rd 11.5 SW
5|Rd 11.7 NW
1|Rd 11.9 NW
2|Rd 12.2 SE
4|Rd 12.3 NW
3|Rd 12.5 NW
4|Rd 12.5 SW
1|Rd 12.7 NW
4|Rd 12.8 NW
8|Rd 12.9 NW
3|Rd 13.2 NW
3|Rd 13.5 NW
3|Rd 13.5 SE
2|Rd 13.5 SW
6|Rd 13.6 SW
4|Rd 1.3 SE
2|Rd 14.1 NW
4|Rd 14.3 NW
2|Rd 14.4 NW
2|Rd 14.5 SE
6|Rd 14.5 SW
3|Rd 14.6 NW
6|Rd 14.7 SE
4|Rd 1.4 NE
1|Rd 14 SW Rd
2|Rd 1.5 NW
2|Rd 1.5 SE
3|Rd 1.5 SW
2|Rd 16.4 SW
8|Rd 17.5 NW
3|Rd 17.6 NW
8|Rd 17.7 NW
2|Rd 1.7 NE
2|Rd 18 2 NE
2|Rd 18.2 NE
4|Rd 18.3 NE
15|Rd 18.5 NE
8|Rd 18.8 NE
7|Rd 1.8 NE
3|Rd 19.3 NE
3|Rd 19.5 NE
5|Rd 19.8 NW
5|Rd 1.9 NE
5|Rd 1 Kasilof Rd
5|Rd 20.5 NE
2|Rd 20.7 NE
2|Rd 20.8 NE
3|Rd 21.1 NE
2|Rd 21.2 NE
3|Rd 22.7 NE
2|Rd 23.4 NW
3|Rd 24.1 SW
6|Rd 24.7 SW
1|Rd 2.5 NW
2|Rd 26.3 SW
6|Rd 2.7 SE
2|Rd 29.4 Lp
6|Rd 29.5 SW
2|Rd 3 1/2 North NE
2|Rd 3.1 SW
2|Rd 3.2 NE
3|Rd 3.2 SW
4|Rd 3.3 NE
5|Rd 3.5 SE
2|Rd 36.5 NE
2|Rd 3.7 NE
10|Rd 4.2 NE
2|Rd 4.3 NE
5|Rd 4.4 NE
2|Rd 4.5 NW
2|Rd 4.5 SE
2|Rd 4.7 NE
2|Rd 4.7 SE
4|Rd 4.8 NE
2|Rd 5.2 NE
4|Rd 5.2 NW
1|Rd 5.3 NW
2|Rd 5.4 NE
2|Rd 5.5 NW
5|Rd 5.5 SE
6|Rd 5.5 SW
11|Rd 5.6 NE
2|Rd 5.7 NE
2|Rd 5.7 SE
4|Rd 58.1 NE
1|Rd 5.8 NE
2|Rd 5.9 NE
5|Rd 6.2 SW
15|Rd 6.5 NE
3|Rd 6.5 NW
1|Rd 6.5 SE
6|Rd 6.5 SW
8|Rd 6.6 NE
3|Rd 6.7 NE
4|Rd 6.9 NE
2|Rd 6.9 SE
2|Rd 7.2 NE
5|Rd 7.5 NE
2|Rd 7.5 NW
1|Rd 7.5 SE
4|Rd 7.6 NW
2|Rd 7.7 SW
16|Rd 7.8 NE
2|Rd 8.1 NW
4|Rd 8.1 SE
4|Rd 8.3 NW
4|Rd 8.3 SE
4|Rd 8.5 NW
4|Rd 8.5 SE
2|Rd 8.6 NE
4|Rd 8.8 NW
1|Rd 8.9 SE
2|Rd 9.3 SW
2|Rd 9.5 NE
2|Rd 9.5 SW
1|Rd 9.5 SW (Kern Rd)
4|Rd 9.6 NW
2|Rd 9.7 NE
3|Rd 9.7 NW
5|Rd 9.8 NW
8|R D Anderson Rd
2|R D Andrus Rd
1|Rd at 1410 Obst Rd Pvt
13|R D Ave
37|R D Bailey Hwy
5|R D Ball Rd
3|R D Bell Rd
4|R D Bond Rd
2|R D Brown Rd
6|R D Castle Rd
16|Rd East U S
2|R D Ellender Rd
5|R D Floyd Rd
10|R D Hartfield Rd
7|R D Kendall Rd
2|R D Lee Rd
1|R D Ln
2|R D Mack Rd
1|R D McClellan Ln
17|R D Mize Cutoff Rd
34|R D Mize Rd
1|R D Morgan Ln
2|R D NW Trl
4|R D Parnell Rd
2|R D Platero Ave
4|R D Prince Rd
6|R D Rains Rd
1|R D Ray Rd
2|R D R Ln
6|R D Smith Rd
1|R D Wallace Rd
1|R D Williams Cir
1|Reading Room Rd
5|Reading Twp Rd 46
23|Reading Twp Rd 68
7|Reading Twp Rd 70
3|Red Bur Ct
3|Red Level Loop Cord 1113 Loop
20|Red River Lincoln T L Rd
13|Redwine Cove SW Rd
5|Reese Greene Rd
7|Reflection Cove E Rd
7|Regency Square N Blvd
14|Reno Loop E Rd
6|Reno Loop N Rd
14|Reno Loop W Rd
2|Reservoir Road State Hwy 334
2|Resort Rv Cir
5|Restful Homes E Rd
4|Return To Ln
1|Revive US Again Dr
4|Rev J A Reed Jr Ave
2|Rev Ob Pete Rd
1|Rex Ott Jr Rd
2|Rfd Checker Rd
4|Rfd Lincoln Ave
5|Rfd Rd
9|R F D Rd
1|Rfd Tanager Way
1|Rfd Union Ct
162|Rhea County Hwy
4|Rhoden Loop N Rd
12|Rhoden Loop W Rd
10|Rhodes To Bailey Rd
3|Rhome To Justin Rd
4|Rice River Township Rd
1|Rice River Twp Rd 46
6|Rice Township Rd
2|Rice Twp Rd
6|Richard Arrington Jr Blvd
117|Richard Arrington Jr N Blvd
75|Richard Arrington Jr S Blvd
2|Richard Greene Rd
10|Richardson Sd Rd
5|Rich Cove E Ln
2|Rich Jo Cir
10|Ridersville Cty Rte 9/7 Rd
2|Ridge Crossing NW Ct
3|Ridge Street Apt Rd
1|Ridgevale Right of Way
6|Ridge Walk NW Way
3|Rig Co Rte 10 Rd
4|Right Aileron
14|Right Angle Rd
14|Right Angle St
4|Right Asaph Rd
6|Right Ave
6|Right Baker Hollow Rd
1|Right Branch Cooney Hollow
2|Right Branch Dr
8|Right Branch of Brushy Fork
1|Right Branch Spencer Rd
2|Right Branch Trl
3|Right Br of Mud Fork
2|Right Ct
2|Right Curve Rd
1|Right Dogwood Hill
2|Right Elevator Dr
11|Right Ellis Rd
4|Right End Ct
4|Right End Trl
5|Right Field Ct
2|Right Field Dr
2|Right Flank Rd
83|Right Fork
2|Right Fork Allburn Hollow
17|Right Fork Barker Fork Rd
8|Right Fork Beech Creek Rd
15|Right Fork Beech Fork Rd
6|Right Fork Bee Hive Rd
7|Right Fork Bens Creek Rd
3|Right Fork Big Cat
1|Right Fork Big Creek Rd
12|Right Fork Billys Branch Rd
1|Right Fork Bolen Branch
2|Right Fork Bruno Rd
3|Right Fork Bryant Branch
22|Right Fork Buffalo Creek Rd
3|Right Fork Buffalo Rd
28|Right Fork Bull Creek
14|Right Fork Bull Creek Rd
2|Right Fork Burchett Hollow
3|Right Fork Camp Cr Rd
2|Right Fork Caney Creek Rd
5|Right Fork Cherry Ln
7|Right Fork Chop Bottom Rd
14|Right Fork Cooper Ridge Rd
5|Right Fork Cow Run
2|Right Fork-Cow Run
1|Right Fork Crummies Creek
4|Right Fork-Daniels Run
13|Right Fork East Creek Rd
4|Right Fork Elk Creek Rd
18|Right Fork Ellis Rd
3|Right Fork Farley Bottom
2|Right Fork Fixer Rd
4|Right Fork Frozen Fork
33|Right Fork Georges Creek Rd
9|Right Fork Harless Fork Rd
1|Right Fork Hilltop Rd
10|Right Fork Hinton Branch
3|Right Fork Hollow Br Rd
2|Right Fork Horseshoe Dr
4|Right Fork Hutchinson Branch
4|Right Fork Irish Creek
12|Right Fork Irish Creek Rd
2|Right Fork Island Creek Rd
3|Right Fork Jackson Branch
5|Right Fork Joe Run
2|Right Fork Kidd Fork
3|Right Fork Lacy Creek Rd
24|Right Fork Laurel Creek Rd
16|Right Fork Laurel Rd
2|Right Fork Lewis Creek Rd
1|Right Fork Lick Creek Rd
2|Right Fork Lick Fork Rd
1|Right Fork Line Creek
16|Right Fork Little Lynn Creek Rd
2|Right Fork Ln
4|Right Fork Logan Rd
3|Right Fork Lower Elk Creek
1|Right Fork Lower Laurel Creek Rd
2|Right Fork Lykins Creek
27|Right Fork Maces Creek Rd
14|Right Fork Marrowbone Creek Rd
3|Right Fork Marshalls Branch
3|Right Fork McComas Creek Rd
20|Right Fork Merrick Creek Rd
2|Right Fork Merritts Creek Rd
2|Right Fork Mike Creek Rd
19|Right Fork Mill Creek Rd
5|Right Fork Montgomery Creek Rd
2|Right Fork Narrows Branch
6|Right Fork Nats Creek Rd
13|Right Fork Newcombe Creek Rd
9|Right Fork Nine Mile Creek Rd
7|Right Fork of Beaver Creek
2|Right Fork of Big Branch
2|Right Fork of Birch Branch
2|Right Fork of Birch Branch Rd
1|Right Fork of Bolin Spur Rd
5|Right Fork of Bruno Rd
18|Right Fork of Brushy Rd
37|Right Fork of Camp Creek
1|Right Fork of Cow Creek Rd
16|Right Fork of Cowpen Rd
10|Right Fork of Cutshin Creek Rd
2|Right Fork of Dry Br
2|Right Fork of Dry Branch
7|Right Fork of Garretts Creek
2|Right Fork of Grassy Branch
15|Right Fork of Greasy Creek Rd
1|Right Fork of Irish Creek Rd
9|Right Fork of Island Creek
9|Right Fork of Jennies Creek
6|Right Fork of Keenan Branch
1|Right Fork of Lick Creek
4|Right Fork of Lick Fork
1|Right Fork of Lindy Branch
2|Right Fork of Little Lick Rd
2|Right Fork of Lykins Crk
1|Right Fork of Monkey Town Rd
2|Right Fork of Newcomb Creek
2|Right Fork of Nosben Fork
2|Right Fork of Oxley Branch Rd
5|Right Fork of Pecco Holw
2|Right Fork of Pine Creek
2|Right Fork of Rice Branch
6|Right Fork of Rockhouse Creek Rd
2|Right Fork of Rockhouse Frk
